0,1,2,3,4,5,6,7,8,9,10,11,12,13,Class
-134.204002495,-237.639282467,66.1200207415,373.807245974,293.939498148,124.384197435,-229.128784748,-70.0479427658,-79.8677478264,-13.0930734142,-49.7536789738,-190.504218176,-42.552488596,-57.6095230223,3
-128.966773129,-240.25789715,66.7746744122,363.987440914,276.918502709,127.002812117,-221.272940699,-62.1920987173,-78.558440485,-10.4744587313,-41.8978349253,-173.483222738,-36.6606055596,-51.7176399859,3
-127.002812117,-231.747399431,64.8107134001,355.476943194,274.299888027,113.255085032,-216.035711334,-67.4293280829,-68.0839817536,-10.4744587313,-39.2792202425,-170.864608055,-42.552488596,-58.9188303637,3
-116.528353386,-228.474131077,62.1920987173,335.837333073,267.098697649,116.528353386,-178.065798433,-56.3002156809,-54.3362546688,-3.92792202425,-36.0059518889,-163.008764006,-45.1711032789,-51.0629863152,5
-113.909738703,-226.510170065,62.1920987173,307.687225233,257.278892588,115.219046045,-168.245993372,-56.3002156809,-58.9188303637,-10.4744587313,-40.5885275839,-144.678461226,-39.2792202425,-64.8107134001,5
-119.80162174,-229.128784748,66.1200207415,301.795342196,254.660277905,83.1410161799,-215.381057663,-51.0629863152,-69.393289095,-25.5314931576,-20.9489174627,-161.699456665,-26.840800499,-70.7025964365,5
-121.765582752,-237.639282467,66.1200207415,338.455947756,274.954541697,89.0328992163,-221.272940699,-59.5734840344,-70.0479427658,-17.6756491091,-33.3873372061,-179.375105774,-39.2792202425,-51.7176399859,7
-106.708548325,-191.158871847,49.7536789738,316.197722952,243.531165503,116.528353386,-189.849564505,-61.5374450465,-68.0839817536,-8.5104977192,-43.2071422667,-153.188958946,-32.0780298647,-45.8257569496,7
-96.8887432648,-197.050754883,50.4083326445,294.594151819,211.453135639,97.5433969355,-182.648374128,-45.1711032789,-60.8827913758,-3.27326835354,-39.9338739132,-140.750539202,-39.2792202425,-47.7897179617,7
-87.0689382042,-195.086793871,50.4083326445,288.702268782,217.345018675,87.0689382042,-182.648374128,-45.1711032789,-55.6455620102,-7.8558440485,-41.8978349253,-140.750539202,-36.6606055596,-48.4443716324,7
-75.9398258021,-174.792530079,60.8827913758,273.645234356,202.287984249,89.0328992163,-159.080841982,-51.0629863152,-57.6095230223,-0.654653670708,-47.135064291,-132.240041483,-36.6606055596,-37.9699129011,5
-79.2130941557,-170.209954384,58.264176693,244.185819174,196.396101212,87.0689382042,-147.297075909,-37.9699129011,-64.1560597294,-1.30930734142,-41.2431812546,-123.074890093,-32.0780298647,-37.9699129011,5
-77.9037868142,-166.936686031,51.0629863152,204.251945261,197.050754883,76.5944794728,-149.915690592,-36.0059518889,-56.9548693516,3.92792202425,-43.2071422667,-121.110929081,-24.8768394869,-41.8978349253,5
-69.393289095,-156.462227299,53.6816009981,214.726403992,174.792530079,63.5014060587,-149.261036921,-43.8617959374,-54.9909083395,-1.96396101212,-43.8617959374,-117.183007057,-28.8047615112,-39.2792202425,5
-166.28203236,-271.026619673,89.687552887,414.395773558,342.38386978,157.11688097,-235.675321455,-77.9037868142,-100.162011618,-4.58257569496,-47.135064291,-175.44718375,-45.1711032789,-55.6455620102,3
-151.224997934,-279.537117392,77.9037868142,403.266661156,322.744259659,144.678461226,-225.855516394,-62.846752388,-81.8317088385,-13.0930734142,-21.6035711334,-172.828569067,-43.2071422667,-73.3212111193,3
-140.095885532,-297.867420172,60.2281377051,399.993392803,308.341878903,121.110929081,-227.819477406,-50.4083326445,-75.9398258021,-15.0570344263,-26.840800499,-180.684413115,-54.3362546688,-62.846752388,3
-134.858656166,-282.155732075,68.7386354243,378.389821669,299.176727514,118.492314398,-225.200862724,-60.2281377051,-78.558440485,-17.0209954384,-52.3722936566,-176.756491091,-57.6095230223,-62.846752388,3
-130.276080471,-250.07770221,66.1200207415,378.389821669,283.465039417,113.255085032,-230.438092089,-63.5014060587,-86.4142845335,-12.4384197435,-45.8257569496,-176.10183742,-42.552488596,-54.3362546688,3
-135.513309837,-246.149780186,73.97586479,382.317743693,308.341878903,109.981816679,-231.747399431,-82.4863625092,-94.2701285819,-15.711688097,-43.2071422667,-180.029759445,-29.4594151819,-46.4804106203,3
-140.095885532,-235.020667784,73.97586479,377.735167999,308.341878903,121.765582752,-229.128784748,-82.4863625092,-95.5794359234,-19.6396101212,-36.6606055596,-185.26698881,-27.4954541697,-49.0990253031,3
-137.477270849,-236.984628796,71.3572501072,386.900319388,309.651186245,124.384197435,-227.164823736,-83.1410161799,-92.9608212405,-13.0930734142,-36.6606055596,-181.993720457,-30.1140688526,-54.3362546688,3
-134.858656166,-240.912550821,60.8827913758,377.080514328,296.558112831,128.312119459,-217.345018675,-72.0119037779,-87.7235918749,-5.23722936566,-36.6606055596,-176.10183742,-30.1140688526,-46.4804106203,3
-119.146968069,-213.417096651,60.8827913758,335.182679402,274.954541697,111.29112402,-209.489174627,-55.6455620102,-75.9398258021,-14.4023807556,-37.9699129011,-174.137876408,-32.0780298647,-43.8617959374,4
-113.909738703,-214.071750322,53.0269473273,332.56406472,267.098697649,113.909738703,-206.870559944,-66.1200207415,-70.7025964365,-17.0209954384,-41.2431812546,-166.28203236,-26.840800499,-51.7176399859,4
-113.909738703,-206.215906273,53.0269473273,329.945450037,259.2428536,108.672509338,-206.870559944,-66.1200207415,-73.3212111193,-15.0570344263,-43.8617959374,-174.137876408,-26.840800499,-54.3362546688,4
-113.909738703,-210.798481968,55.6455620102,335.182679402,257.278892588,108.672509338,-206.870559944,-63.5014060587,-68.0839817536,-9.81980506062,-45.8257569496,-166.28203236,-32.0780298647,-56.9548693516,4
-113.909738703,-210.798481968,55.6455620102,327.326835354,259.2428536,111.29112402,-206.870559944,-55.6455620102,-70.7025964365,-14.4023807556,-40.5885275839,-163.008764006,-29.4594151819,-54.3362546688,4
-104.089933643,-199.014715895,49.7536789738,295.248805489,237.639282467,98.1980506062,-178.720452103,-53.0269473273,-58.9188303637,-14.4023807556,-38.6245665718,-149.915690592,-35.3512982182,-54.9909083395,4
-104.089933643,-195.741447542,54.9909083395,297.867420172,232.402053101,95.5794359234,-186.576296152,-52.3722936566,-61.5374450465,-14.4023807556,-33.3873372061,-142.714500214,-30.1140688526,-54.9909083395,4
-89.0328992163,-192.468179188,63.5014060587,300.486034855,227.819477406,90.9968602284,-183.957681469,-62.1920987173,-66.7746744122,-14.4023807556,-38.6245665718,-135.513309837,-32.7326835354,-54.9909083395,4
-79.2130941557,-185.26698881,70.0479427658,303.104649538,213.417096651,89.0328992163,-187.885603493,-69.393289095,-65.4653670708,-14.4023807556,-45.8257569496,-118.492314398,-33.3873372061,-58.9188303637,4
-68.7386354243,-151.879651604,100.816665289,296.558112831,199.669369566,83.7956698506,-224.546209053,-75.2851721314,-96.8887432648,-27.4954541697,-84.4503235213,-126.348158447,-53.6816009981,-51.7176399859,4
-89.0328992163,-149.261036921,90.3422065577,289.356922453,208.834520956,106.708548325,-227.164823736,-59.5734840344,-90.9968602284,-17.6756491091,-102.12597263,-157.771534641,-62.846752388,-45.1711032789,3
-112.600431362,-163.008764006,83.7956698506,308.341878903,240.912550821,118.492314398,-235.020667784,-66.1200207415,-81.1770551678,-23.5675321455,-85.7596308627,-178.065798433,-55.6455620102,-54.9909083395,3
-137.477270849,-243.531165503,68.7386354243,386.245665718,304.413956879,126.348158447,-242.876511833,-72.0119037779,-90.3422065577,-17.0209954384,-37.3152592304,-195.086793871,-33.3873372061,-57.6095230223,3
-137.477270849,-252.041663223,68.7386354243,387.554973059,296.558112831,129.6214268,-235.675321455,-68.7386354243,-79.2130941557,-11.129112402,-45.8257569496,-186.576296152,-39.2792202425,-57.6095230223,3
-132.894695154,-252.041663223,71.3572501072,380.353782681,293.284844477,126.348158447,-240.25789715,-57.6095230223,-78.558440485,-15.711688097,-45.8257569496,-190.504218176,-42.552488596,-62.846752388,3
-136.167963507,-254.660277905,71.3572501072,388.864280401,305.06861055,120.45627541,-245.495126515,-66.1200207415,-81.1770551678,-24.2221858162,-48.4443716324,-195.741447542,-47.7897179617,-65.4653670708,3
-138.131924519,-251.387009552,77.9037868142,395.410817108,318.161683964,123.074890093,-242.876511833,-77.9037868142,-87.7235918749,-17.0209954384,-37.3152592304,-198.360062225,-36.6606055596,-63.5014060587,3
-144.023807556,-261.206814612,74.6305184607,416.35973457,324.708220671,126.348158447,-254.005624235,-77.2491331435,-93.6154749112,-14.4023807556,-39.2792202425,-199.669369566,-33.3873372061,-62.846752388,3
-141.405192873,-267.75335132,74.6305184607,409.813197863,314.888415611,127.657465788,-259.897507271,-81.8317088385,-96.8887432648,-17.0209954384,-51.7176399859,-198.360062225,-39.2792202425,-60.2281377051,3
-140.750539202,-263.170775625,77.9037868142,407.849236851,312.269800928,138.131924519,-251.387009552,-77.2491331435,-97.5433969355,-14.4023807556,-51.7176399859,-195.741447542,-35.3512982182,-56.9548693516,3
-146.642422239,-257.278892588,74.6305184607,403.266661156,320.125644976,138.131924519,-240.912550821,-68.7386354243,-88.3782455456,-9.16515138991,-48.4443716324,-192.468179188,-44.5164496081,-60.2281377051,3
-138.131924519,-263.825429295,71.3572501072,397.37477812,307.687225233,128.966773129,-252.041663223,-68.7386354243,-84.4503235213,-16.3663417677,-47.135064291,-187.885603493,-37.9699129011,-66.1200207415,3
-136.167963507,-259.2428536,71.3572501072,396.720124449,305.06861055,128.966773129,-251.387009552,-62.846752388,-78.558440485,-21.6035711334,-45.8257569496,-201.633330578,-48.4443716324,-66.1200207415,3
-138.131924519,-255.314931576,71.3572501072,407.19458318,310.305839916,125.038851105,-251.387009552,-75.2851721314,-81.8317088385,-17.0209954384,-49.0990253031,-198.360062225,-45.1711032789,-62.846752388,3
-137.477270849,-251.387009552,72.0119037779,398.02943179,307.032571562,132.240041483,-248.113741198,-75.2851721314,-90.9968602284,-11.129112402,-46.4804106203,-195.086793871,-39.2792202425,-54.3362546688,3
-143.369153885,-252.041663223,68.7386354243,386.245665718,310.305839916,128.312119459,-242.876511833,-74.6305184607,-81.8317088385,-11.129112402,-48.4443716324,-195.741447542,-44.5164496081,-60.2281377051,3
-134.858656166,-252.696316893,71.3572501072,394.101509766,303.104649538,126.348158447,-240.25789715,-74.6305184607,-87.7235918749,-13.7477270849,-47.135064291,-195.741447542,-40.5885275839,-60.2281377051,3
-138.131924519,-255.314931576,68.7386354243,398.02943179,303.759303209,126.348158447,-238.293936138,-69.393289095,-87.7235918749,-13.7477270849,-45.8257569496,-189.194910835,-38.6245665718,-60.8827913758,3
-132.240041483,-257.933546259,68.7386354243,386.900319388,294.594151819,129.6214268,-248.768394869,-65.4653670708,-90.3422065577,-13.7477270849,-48.4443716324,-190.504218176,-36.0059518889,-57.6095230223,3
-135.513309837,-246.804433857,71.3572501072,388.864280401,299.176727514,120.45627541,-245.495126515,-71.3572501072,-86.4142845335,-15.711688097,-56.9548693516,-192.468179188,-43.2071422667,-57.6095230223,3
-136.822617178,-266.444043978,73.97586479,389.518934071,293.284844477,123.729543764,-238.293936138,-68.0839817536,-83.7956698506,-15.711688097,-47.135064291,-181.339066786,-49.7536789738,-60.2281377051,3
-138.78657819,-255.314931576,68.7386354243,381.663090023,297.867420172,118.492314398,-233.056706772,-68.0839817536,-78.558440485,-12.4384197435,-36.6606055596,-176.756491091,-45.1711032789,-56.9548693516,3
-133.549348824,-256.624238918,63.5014060587,373.152592304,293.284844477,132.240041483,-224.546209053,-60.2281377051,-70.7025964365,-15.0570344263,-41.8978349253,-184.61233514,-47.135064291,-65.4653670708,3
-132.894695154,-251.387009552,60.8827913758,373.152592304,283.465039417,113.255085032,-230.438092089,-70.7025964365,-73.3212111193,-9.81980506062,-39.2792202425,-179.375105774,-39.2792202425,-62.846752388,3
-132.894695154,-244.185819174,66.1200207415,367.915362938,291.975537136,115.219046045,-238.293936138,-73.97586479,-81.1770551678,-18.3303027798,-54.3362546688,-190.504218176,-37.9699129011,-57.6095230223,3
-130.276080471,-233.056706772,68.7386354243,386.245665718,287.392961441,121.110929081,-238.293936138,-71.3572501072,-84.4503235213,-18.3303027798,-45.1711032789,-184.61233514,-36.6606055596,-54.9909083395,3
-132.894695154,-238.948589808,68.7386354243,375.771206986,300.486034855,132.240041483,-233.056706772,-65.4653670708,-79.2130941557,-12.4384197435,-48.4443716324,-187.885603493,-36.6606055596,-57.6095230223,3
-130.276080471,-238.293936138,63.5014060587,373.152592304,289.356922453,120.45627541,-235.675321455,-68.7386354243,-81.1770551678,-15.711688097,-42.552488596,-184.61233514,-37.3152592304,-54.9909083395,3
-130.276080471,-235.675321455,71.3572501072,365.296748255,286.73830777,129.6214268,-230.438092089,-62.846752388,-81.8317088385,-9.81980506062,-45.1711032789,-181.993720457,-36.6606055596,-60.2281377051,3
-125.038851105,-237.639282467,63.5014060587,354.822289524,272.990580685,121.765582752,-214.726403992,-54.9909083395,-75.9398258021,-4.58257569496,-39.2792202425,-169.555300713,-39.2792202425,-51.7176399859,3
-120.45627541,-258.58819993,66.1200207415,344.347830792,256.624238918,111.29112402,-191.158871847,-44.5164496081,-66.1200207415,4.58257569496,-34.0419908768,-155.152919958,-49.0990253031,-59.5734840344,3
-130.276080471,-240.912550821,71.3572501072,352.203674841,278.227810051,105.399240984,-222.582248041,-60.2281377051,-73.3212111193,-9.81980506062,-39.9338739132,-174.137876408,-45.1711032789,-62.1920987173,3
-125.038851105,-243.531165503,55.6455620102,341.72921611,282.810385746,116.528353386,-201.633330578,-52.3722936566,-60.2281377051,-5.23722936566,-24.2221858162,-166.28203236,-44.5164496081,-64.8107134001,7
-114.564392374,-252.696316893,47.7897179617,322.744259659,267.75335132,117.183007057,-190.504218176,-44.5164496081,-60.2281377051,-1.96396101212,-32.0780298647,-163.008764006,-42.552488596,-51.7176399859,7
-100.816665289,-196.396101212,53.0269473273,302.449995867,226.510170065,102.780626301,-185.921642481,-42.552488596,-57.6095230223,-4.58257569496,-38.6245665718,-149.915690592,-35.3512982182,-54.3362546688,7
-96.2340895941,-195.741447542,50.4083326445,283.465039417,221.92759437,100.162011618,-174.137876408,-50.4083326445,-50.4083326445,-11.129112402,-43.8617959374,-142.059846544,-37.3152592304,-48.4443716324,7
-85.7596308627,-190.504218176,50.4083326445,293.939498148,208.834520956,95.5794359234,-166.936686031,-47.135064291,-47.7897179617,-14.4023807556,-38.6245665718,-140.095885532,-40.5885275839,-45.8257569496,5
-86.4142845335,-191.813525517,51.0629863152,267.75335132,207.525213614,88.3782455456,-154.498266287,-48.4443716324,-55.6455620102,-1.96396101212,-51.7176399859,-134.204002495,-39.9338739132,-36.0059518889,5
-78.558440485,-181.339066786,54.9909083395,244.840472845,199.014715895,84.4503235213,-145.333114897,-45.1711032789,-55.6455620102,-11.7837660727,-43.2071422667,-122.420236422,-30.1140688526,-45.1711032789,5
-81.1770551678,-168.245993372,54.9909083395,223.236901711,201.633330578,75.2851721314,-145.333114897,-43.2071422667,-51.0629863152,-4.58257569496,-36.6606055596,-115.219046045,-26.1861468283,-47.135064291,5
-71.3572501072,-167.591339701,49.7536789738,222.582248041,182.648374128,72.6665574486,-145.333114897,-41.2431812546,-45.1711032789,-6.54653670708,-40.5885275839,-114.564392374,-32.7326835354,-45.8257569496,5
-63.5014060587,-164.318071348,52.3722936566,214.726403992,168.245993372,73.3212111193,-143.369153885,-36.0059518889,-53.0269473273,-6.54653670708,-47.7897179617,-115.219046045,-37.3152592304,-35.3512982182,5
-146.642422239,-239.603243479,72.6665574486,423.560924948,339.765255097,140.095885532,-267.75335132,-98.1980506062,-92.3061675698,-16.3663417677,-54.9909083395,-229.128784748,-34.0419908768,-60.8827913758,3
-145.333114897,-253.350970564,77.9037868142,423.560924948,331.254757378,157.771534641,-255.969585247,-87.7235918749,-101.47131896,-11.129112402,-49.7536789738,-216.690365004,-33.3873372061,-56.3002156809,3
-161.699456665,-260.552160942,94.2701285819,420.942310265,335.837333073,145.333114897,-254.660277905,-102.12597263,-116.528353386,-7.8558440485,-56.3002156809,-182.648374128,-30.1140688526,-73.97586479,3
-147.297075909,-306.377917891,77.2491331435,413.086466217,319.470991305,128.966773129,-234.366014113,-49.0990253031,-89.687552887,-10.4744587313,-36.0059518889,-181.339066786,-59.5734840344,-42.552488596,3
-139.441231861,-291.975537136,64.1560597294,397.37477812,319.470991305,120.45627541,-225.855516394,-57.6095230223,-79.8677478264,-20.9489174627,-56.3002156809,-180.684413115,-62.846752388,-55.6455620102,3
-129.6214268,-257.933546259,70.7025964365,377.735167999,291.975537136,117.837660727,-227.819477406,-66.1200207415,-79.8677478264,-23.5675321455,-41.8978349253,-178.065798433,-45.1711032789,-58.9188303637,3
-129.6214268,-243.531165503,68.0839817536,388.20962673,288.047615112,113.909738703,-227.819477406,-72.0119037779,-81.1770551678,-20.9489174627,-36.6606055596,-177.411144762,-39.9338739132,-54.9909083395,3
-140.095885532,-235.020667784,75.9398258021,376.425860657,301.795342196,125.038851105,-227.819477406,-77.2491331435,-86.4142845335,-15.711688097,-42.552488596,-178.065798433,-36.6606055596,-64.1560597294,3
-129.6214268,-233.056706772,64.8107134001,367.260709267,286.73830777,119.80162174,-219.963633358,-66.7746744122,-80.5224014971,-13.0930734142,-42.552488596,-171.519261725,-39.9338739132,-45.1711032789,3
-121.765582752,-223.236901711,60.2281377051,346.311791805,281.501078404,125.038851105,-211.453135639,-62.1920987173,-72.6665574486,-10.4744587313,-42.552488596,-173.483222738,-37.3152592304,-54.9909083395,4
-119.146968069,-217.999672346,54.9909083395,348.930406487,271.026619673,119.80162174,-211.453135639,-56.9548693516,-64.8107134001,-11.129112402,-37.3152592304,-173.483222738,-34.6966445475,-60.8827913758,4
-113.909738703,-222.582248041,55.6455620102,343.038523451,265.134736637,111.945777691,-206.215906273,-62.1920987173,-70.0479427658,-13.7477270849,-35.3512982182,-170.864608055,-30.1140688526,-51.0629863152,4
-117.183007057,-212.76244298,54.9909083395,330.600103708,270.371966002,117.183007057,-200.978676907,-58.9188303637,-67.4293280829,-11.129112402,-37.3152592304,-168.245993372,-32.7326835354,-58.264176693,4
-111.945777691,-217.999672346,54.9909083395,324.708220671,255.314931576,111.945777691,-200.978676907,-49.7536789738,-57.6095230223,-11.129112402,-37.9699129011,-163.008764006,-39.9338739132,-60.8827913758,4
-107.363201996,-214.071750322,54.9909083395,323.39891333,258.58819993,104.089933643,-200.978676907,-61.5374450465,-64.8107134001,-11.129112402,-39.2792202425,-158.426188311,-30.1140688526,-60.8827913758,4
-109.327163008,-213.417096651,57.6095230223,314.888415611,244.185819174,106.708548325,-189.849564505,-58.9188303637,-62.846752388,-13.7477270849,-41.8978349253,-143.369153885,-37.3152592304,-60.8827913758,4
-109.981816679,-216.690365004,54.9909083395,316.197722952,247.459087528,111.945777691,-187.230949822,-41.8978349253,-60.2281377051,-13.7477270849,-27.4954541697,-144.678461226,-34.6966445475,-58.264176693,4
-62.1920987173,-185.26698881,100.816665289,266.444043978,186.576296152,87.0689382042,-161.044802994,-63.5014060587,-61.5374450465,-28.8047615112,-85.104977192,-87.0689382042,-68.7386354243,-52.3722936566,2
-56.9548693516,-178.065798433,113.255085032,270.371966002,182.648374128,83.7956698506,-158.426188311,-68.7386354243,-70.7025964365,-44.5164496081,-96.2340895941,-97.5433969355,-68.7386354243,-42.552488596,2
