0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,Cluster Index
5.42615792097,2196.71851772,905.829570051,15820.0076201,9215.94340652,331.958940522,14161.1745535,1848.24978018,3573.4073914,1380.5675393,159.097200586,1547.41611329,1488.92974333,5627.62725622,2453.34525624,713.281592342,230.145580682,1004.08019171,3006.52058377,564.966343331,43.5926099816,3166.91947879,2573.12763415,9069.22182262,1281.11373037,444.163516551,726.031448157,3063.55684279,97.920943752,1926.32101598,1072.16494595,3241.19133363,242.094167507,402.710340046,1860.46818934,0
166.140963576,2033.78318768,743.076072358,15657.0032689,9053.63234283,170.764410183,14042.5166443,1735.23177992,3410.34180856,1253.05941912,19.3279612509,1384.62171681,1339.73516444,5464.59720555,2295.29053402,550.450051106,112.212676842,876.132351304,2843.46272816,402.615007484,120.420475004,3057.67099785,2410.04955582,8906.16148829,1118.1551597,281.598758568,583.626460379,2913.98472054,67.9061168362,1779.31033326,909.250563053,3078.17717246,81.3456219979,271.144869999,1697.41052551,10
249.447551414,1953.79241792,662.76947402,15580.0515455,8970.94617089,89.1709398604,13952.7960752,1649.04600394,3331.59285828,1162.60655065,88.5539580753,1304.00080597,1248.4638603,5387.52933557,2207.40681899,471.029736455,66.9658287427,785.925572413,2764.59817526,321.586985712,202.827494378,2973.64422926,2332.21723036,8828.49972955,1038.69955129,202.633975284,491.833064376,2822.8884361,148.555869465,1687.76790281,829.669943832,2998.68664889,24.2040602143,183.652180218,1618.75086832,32
8.12548329263,2192.65542856,901.750844716,15816.0064186,9211.8479298,327.843738747,14157.6202594,1844.60688815,3569.3674649,1376.76835823,154.965742394,1543.34039166,1484.86664437,5623.61962407,2449.22106031,709.208550413,226.127705436,1000.25635936,3002.47717432,560.870771032,39.3928453969,3163.33561526,2569.099869,9065.20420791,1277.05087788,440.075005211,721.997256241,3059.49597555,93.7649758126,1922.27383458,1068.09803704,3237.13828029,237.980279533,398.704821253,1856.42267253,0
188.103921576,2011.91698691,720.978610622,15636.0014993,9031.14670183,147.549006369,14018.497806,1712.12679997,3388.82855113,1228.80661841,27.8632618153,1362.55786567,1315.13361354,5443.53968061,2271.47584532,528.469110788,94.0713694897,851.941109783,2821.90892281,380.144626834,141.823203887,3035.13904501,2388.74561621,8884.96590264,1096.34830957,259.344782782,558.968690171,2889.41722697,87.9156511425,1754.64888588,887.371689888,3056.47015922,57.8658975491,247.488466096,1675.8625804,10
236.459604292,1966.09173588,675.00787219,15592.0376753,8983.59589586,100.791183444,13965.4629191,1660.53760453,3343.76677617,1175.3397263,75.2703023571,1316.34895126,1261.87450407,5399.51402353,2220.58831465,483.092779842,66.3845233493,798.602001225,2776.77830924,333.775258999,189.824001271,2984.64641054,2344.2646475,8840.561766,1050.88482261,214.327594043,505.024440606,2836.28364819,135.494231967,1701.12334842,841.844754787,3010.94520697,22.0476882229,195.349594565,1630.87789173,32
92.9050055915,2109.24506749,818.137966668,15734.0035984,9127.48016117,243.638630264,14082.581186,1771.23127798,3486.48954099,1297.80782088,71.4001339026,1459.67391003,1400.29551946,5541.51548797,2363.785719,625.824392838,143.887245207,920.841391603,2919.53779882,476.965549451,46.5877068551,3092.36933027,2486.57892056,8982.85077058,1193.78337915,356.579199111,638.397678314,2974.95954053,13.0690790996,1838.15552397,984.756305799,3153.94795649,154.219948004,316.517747157,1773.515671,28
453.376973757,1752.72198301,463.414974377,15380.2138946,8768.30746,123.353759687,13788.1182606,1494.80573445,3130.97522118,998.681382094,291.996470172,1102.90494899,1056.25393243,5187.8578852,2006.03375767,274.789066798,240.61773649,628.981948369,2564.00137947,128.247857589,406.822643966,2816.40595965,2132.48971577,8628.22282515,838.794254678,56.6978406471,319.827016193,2628.31025679,352.607878727,1496.32335476,630.19891612,2797.65076343,210.670634115,146.470967201,1418.7869594,25
52.1183400833,2147.98852802,857.215359749,15771.0094264,9167.59278989,283.84127719,14127.886144,1815.89123702,3524.53757633,1343.64430368,111.287912152,1498.78293301,1445.24729179,5578.64133838,2406.71747473,664.615908897,189.751881939,966.694039729,2957.66580207,516.53381135,12.3748784672,3135.94176999,2524.20119069,9020.26091774,1232.36479024,395.61551604,683.969754836,3019.92668417,51.1939302224,1883.43569232,1023.44864918,3192.39202954,193.913587406,362.41783537,1811.61769407,20
188.911597337,2027.43773095,737.340189517,15655.1572132,9041.7430907,168.314827419,13984.3352116,1676.55647149,3405.848266,1198.89356248,62.2978857772,1377.49265855,1303.60214491,5462.70905524,2271.91831856,546.782353341,45.0026728499,821.851316164,2838.85189691,397.167613324,144.491243122,3000.88227973,2407.21695504,8903.2340293,1113.26104008,280.587404932,540.476700557,2878.14829118,96.447033234,1740.74816059,904.414618221,3072.46907525,92.6599896079,218.053213521,1693.44525411,16
7.64445545145,2194.50998454,903.566655664,15818.0047119,9213.57771199,329.55081764,14157.5980911,1844.22854071,3571.28210861,1377.0274171,156.670002341,1545.15911798,1485.8621782,5625.60594254,2450.61233855,711.046213199,226.911474135,1000.58203983,3004.38381408,562.640005355,41.0703272842,3162.73882327,2571.04498857,9067.16854582,1278.91159683,441.8812754,722.795751679,3060.46574501,95.4182438399,1923.14236369,1069.94854919,3239.01889505,239.720533047,399.329451319,1858.32653591,0
2241.83906029,106.288635652,1335.84124616,13582.0746837,6991.88327375,1909.34327844,12625.7284326,1588.25245126,1335.32762697,1398.87954905,2080.99608445,700.267600179,1039.37353771,3389.57592008,610.209235281,1526.98155443,2036.58870022,1537.06006779,769.306416098,1676.50653119,2195.97050238,2317.73039421,334.329376293,6830.58185753,960.093172472,1795.91511316,1618.43494171,1333.70328627,2142.1434923,944.807278617,1168.7617935,1005.88836541,1998.12871789,1896.17036407,380.514380117,1
18.5502925455,2183.33173542,892.361291873,15807.0033229,9202.2872765,318.278953605,14147.668229,1834.3086231,3560.1700069,1366.4888011,145.438158411,1533.94887492,1474.60056309,5614.5902831,2439.21245751,699.86617346,215.825176917,989.971890693,2993.26367409,551.40076787,30.1568057507,3153.09180803,2559.97523744,9056.1219428,1267.7478826,430.681333469,711.635758487,3049.20885991,84.1982028091,1911.93201084,1058.7746713,3227.86874512,228.487154187,388.284634874,1847.20849045,0
51.1210225419,2148.91399201,858.115938168,15772.008344,9168.45768877,284.660225813,14127.8897519,1815.92400438,3525.4939225,1343.79020778,112.040926932,1499.68956363,1445.72916028,5579.63398317,2407.40727066,665.525415488,189.978187317,966.851525868,2958.61818743,517.402394746,11.0495776086,3135.9845578,2525.17238518,9021.24433038,1233.29196434,396.502197082,684.351746279,3020.41219235,51.7575477653,1883.87792625,1024.36898889,3193.33133673,194.733960431,362.694438229,1812.56734632,20
66.4675718662,2134.76768989,843.71451853,15759.000467,9153.40964445,269.413989089,14106.608254,1794.268804,3511.80928108,1322.78269251,96.6642128162,1485.29117842,1426.76588131,5566.54227606,2390.28375549,651.294173301,169.547250311,945.929765135,2944.87806197,502.645766227,20.2902350694,3114.51967888,2511.7525402,9007.97423085,1219.23039105,382.05336703,664.597550637,3001.419466,35.5010444591,1864.50841033,1010.22774744,3179.38800589,179.729459514,342.221185016,1798.83107908,20
2240.83943272,105.852355346,1334.84136419,13583.0746782,6992.87071179,1908.34330871,12626.3465559,1587.65401974,1336.32529227,1398.05605189,2079.99624155,699.273190968,1038.52638819,3390.57589823,610.416045173,1525.98156154,2035.58901333,1536.12531253,770.301303146,1675.50653738,2194.97078009,2317.67419102,335.328903728,6831.58178058,959.09354302,1794.91517091,1617.44971099,1334.11382393,2141.14369043,944.266470155,1167.76191582,1006.88029479,1997.12882633,1895.17331744,379.516905503,1
66.4675718662,2134.76768989,843.71451853,15759.000467,9153.40964445,269.413989089,14106.608254,1794.268804,3511.80928108,1322.78269251,96.6642128162,1485.29117842,1426.76588131,5566.54227606,2390.28375549,651.294173301,169.547250311,945.929765135,2944.87806197,502.645766227,20.2902350694,3114.51967888,2511.7525402,9007.97423085,1219.23039105,382.05336703,664.597550637,3001.419466,35.5010444591,1864.50841033,1010.22774744,3179.38800589,179.729459514,342.221185016,1798.83107908,20
30.294270878,2170.362594,879.410223331,15794.0031797,9189.39280224,305.390185604,14138.4947413,1825.84450356,3547.17987824,1356.4166101,132.535239392,1520.9978046,1462.76711899,5601.59084252,2426.68721446,686.900055006,204.567011561,979.74409994,2980.2764134,538.472755657,17.3297745473,3145.2470879,2546.97919831,9043.12712347,1254.77736952,417.73064262,700.214630209,3037.41513607,71.3319048855,1900.34253936,1045.80772355,3214.89010443,215.566996456,377.284795771,1834.22245036,20
19.7075229645,2181.40451886,890.449153635,15805.0035852,9200.42970518,316.41492729,14146.9700875,1833.80368752,3558.21175326,1365.57733659,143.554150635,1532.03918851,1473.19097915,5612.59520379,2437.55234573,697.940663872,214.567701815,989.017284373,2991.30903608,549.51034079,28.1369793948,3152.72333259,2557.99967323,9054.1387543,1265.81360393,428.76771137,710.351096779,3047.8146944,82.3228568899,1910.6037067,1056.8455789,3225.92769676,226.59756842,387.119730963,1845.25266069,0
126.919416842,2085.40238019,794.572192305,15712.0654635,9101.3404406,221.214920804,14042.316885,1732.54577858,3463.40861977,1258.79018649,61.7180810043,1435.5291105,1365.85079132,5519.54904865,2333.40241725,603.060624793,106.725404776,881.959114184,2896.40859319,453.537898968,83.5368189022,3055.06958125,2464.19445982,8960.44487417,1170.54264545,334.736455707,602.579955122,2940.39230288,44.4691418907,1802.93936801,961.542456567,3130.36011384,135.373396096,279.488786123,1750.65182434,28
41.5053090723,2158.52969405,867.622656956,15782.0042081,9177.74191379,293.769171476,14131.4198728,1819.11387194,3535.27191048,1348.34519561,120.929496275,1509.21033538,1452.69025045,5589.60217434,2415.66897424,675.080930536,195.405802925,971.534589365,2968.3768495,526.752560745,7.02481328735,3138.89849423,2535.0332775,9031.16095553,1242.9298044,405.949875142,690.630858556,3027.36440541,59.8951135378,1890.52357816,1033.9740159,3203.02282592,203.890948241,368.225129265,1822.32245497,20
26.4346664832,2174.42323157,883.47890344,15798.0038795,9193.48624966,309.489892329,14142.011764,1828.98197252,3551.2188426,1360.1031507,136.649034189,1525.06717116,1466.81801388,5605.59632051,2430.81001973,690.964536224,208.514009717,983.468542698,2984.31748439,542.557225428,21.5133731134,3148.12352984,2551.00385582,9047.14030435,1258.83170702,421.805594346,704.173329477,3041.45643716,75.479780576,1904.33966945,1049.86634411,3218.94051101,219.665984452,381.144159567,1838.26236165,20
71.4030964657,2128.53490735,837.654627557,15752.0036915,9147.85772407,263.966866548,14109.5028832,1798.11566165,3505.25716559,1324.55894892,91.2640598773,1479.23842089,1425.07628335,5559.59740801,2386.52804882,645.099677627,170.393495958,947.542649775,2938.36341896,496.835246098,25.8148526817,3118.76296125,2505.01863055,9001.15009937,1212.93185488,375.998565118,664.012241247,2999.75135987,31.0886267038,1863.33538497,1003.98153267,3173.01606118,174.059655362,342.872280517,1792.31003461,20
6.39937843399,2200.78371349,909.913234612,15824.0092354,9220.03861153,336.089040571,14164.7101911,1851.63001145,3577.44886949,1384.32139953,163.263586671,1551.49335971,1492.99116841,5631.63589568,2457.47053204,717.363118851,234.176614717,1007.87165653,3010.56559013,569.071287993,47.9209871178,3170.11917331,2577.1577377,9073.23829002,1285.17902871,448.261406066,730.044058092,3067.60981659,102.134293986,1930.34553377,1076.23548157,3245.24559739,246.229357099,406.670701951,1864.51606778,0
247.326417445,1952.63803082,661.657906838,15577.0029476,8971.85906657,88.5630521696,13972.7656121,1669.86192716,3329.63602737,1181.88298314,85.7186256519,1303.24818143,1259.94716316,5384.51814933,2213.18943944,469.162524472,95.3986672469,805.806483145,2762.70329071,320.808924558,200.997956987,2993.32478505,2329.62579536,8825.88106812,1037.07611334,199.982926303,507.788525597,2833.74309082,146.894951136,1700.02549458,828.085782256,2997.22290044,7.95258826464,207.786731012,1616.65853458,32
8.86969513171,2192.72778649,901.846453883,15816.0078619,9211.9745645,328.003224723,14158.3141433,1845.12979416,3569.41093459,1377.35877243,155.161010559,1543.42957352,1485.28003704,5623.62816212,2449.49004901,709.295516253,226.631305133,1000.83918738,3002.5246344,560.993696917,39.7867158148,3163.77548463,2569.13016602,9065.22056594,1277.12234238,440.183416977,722.449526535,3059.90854777,94.0252084217,1922.70458499,1068.1755287,3237.19795694,238.138799875,399.188220052,1856.47367887,0
14.3223369074,2188.32048981,897.344714166,15812.0032313,9207.24808837,323.238471182,14151.224567,1837.94718706,3565.16585367,1370.45063882,150.395858306,1538.93267856,1479.16264306,5619.59002884,2444.03220746,704.852556997,220.225705475,993.984138162,2998.25902683,556.37459604,35.044815132,3156.64779182,2564.97344333,9061.12228803,1272.73874813,435.664321794,716.089041199,3053.7615842,89.1344565331,1916.43105924,1063.76410121,3232.86109499,233.454052479,392.64012572,1852.20363126,0
232.877143945,1974.97228162,684.355921905,15602.1047617,8990.69370397,113.729370968,13956.152423,1650.4054461,3353.13898745,1167.2080016,77.8586169915,1325.06056137,1260.81252557,5409.61214707,2224.04607424,493.275695073,41.311792694,790.149786208,2786.13520262,343.642742389,186.620329893,2975.16406566,2354.17037825,8850.33427804,1060.3393895,226.245878346,500.810913092,2835.4620198,133.427886599,1699.25124554,851.38923063,3019.9665128,46.805716004,184.775335761,1640.50799414,16
177.189581942,2028.69779352,737.722974671,15655.0512201,9045.37511662,163.959656542,14005.5912565,1697.74505848,3406.56241254,1218.27774265,32.6346661466,1378.87296597,1316.01412383,5462.52866137,2279.65580865,546.028595241,66.4695382264,841.132297225,2839.56574608,396.570044818,130.988674511,3021.41722397,2407.21543898,8903.49631058,1113.67005481,277.512637628,555.02765808,2890.69388905,78.3231078385,1754.20027688,904.646095203,3073.61533037,78.8844241236,235.546883316,1693.73676145,10
291.225269192,1927.63547135,639.29047849,15556.3216434,8939.88558284,94.5246486847,13893.2656215,1590.31580163,3306.40015292,1104.44624476,140.671333908,1277.76558744,1200.98713425,5364.06095313,2168.55507858,450.835093719,62.2803235307,727.349455773,2739.45323779,302.129864991,245.755410284,2917.12396578,2308.60350024,8804.07161724,1014.68572083,192.707200082,439.358825494,2775.64203306,194.034581179,1638.78428217,806.260996427,2972.63926402,87.4936822879,122.863549828,1594.69010085,16
209.56717656,1990.55602437,699.537819791,15615.0030096,9009.55363369,125.731464172,13999.4669887,1694.27645532,3367.60913877,1209.36148372,47.8073233235,1341.1223413,1293.68513359,5422.51859152,2249.63064324,507.083294057,86.2873635283,832.653696604,2800.67308618,358.575005091,163.155419975,3017.67965154,2367.62001689,8863.88016867,1075.01769857,237.872394077,538.329452313,2867.8974267,108.968968136,1733.32954925,866.017295859,3035.1687952,35.922558631,229.419196762,1654.63341717,32
13.530581575,2189.31820083,898.341302375,15813.0032012,9208.24025639,324.230268386,14151.9360145,1838.67542941,3566.16500196,1371.24374375,151.386963629,1539.92937321,1480.07532986,5620.58994889,2444.99620827,705.849906502,221.108583094,994.78768678,2999.25805945,557.369238828,36.0229367324,3157.35909277,2565.97303384,9062.12233696,1273.73683139,436.660680652,716.980512067,3054.67225297,90.1212708912,1917.33110501,1064.7619083,3233.85952407,234.447105666,393.512784845,1853.20258576,0
13.532841797,2189.31821213,898.341331245,15813.0032038,9208.2402568,324.230335395,14151.9359979,1838.6754338,3566.16500789,1371.24375384,151.387149358,1539.92939163,1480.07534625,5620.58995547,2444.99621732,705.849906216,221.108662565,994.787681111,2999.25806889,557.369283382,36.023709801,3157.35910041,2565.97304592,9062.12234114,1273.73685444,436.66074805,716.980524852,3054.67226148,90.1215815981,1917.33111541,1064.76193088,3233.85953407,234.447225316,393.512841489,1853.20260345,0
50.1218607198,2149.98318336,859.206323892,15773.0094258,9169.5765655,285.812450492,14129.3013495,1817.26248244,3526.53567425,1345.18955627,113.235505732,1500.77479913,1447.0581901,5580.64129986,2408.64111876,666.608124,191.36906068,968.25201539,2959.66357942,518.518227133,11.4713748679,3137.26461036,2526.20038003,9022.26069971,1234.35982865,397.60328751,685.709570304,3021.73914357,53.0461793392,1885.21810845,1025.44271008,3194.38851874,195.8846778,364.06831354,1813.61530556,20
322.738108897,1877.27463508,586.259882622,15502.0096119,8896.45260339,18.0405269746,13914.5827843,1618.480086,3254.38963801,1123.89899055,160.935253919,1227.84740884,1190.2165655,5309.50405807,2139.08305136,393.802922996,139.884119681,749.777781575,2687.4434571,245.405508963,276.396071582,2942.23609778,2254.49237438,8750.78149157,961.745473489,124.611202069,445.613335089,2763.06999712,222.215854028,1630.99393924,752.739770495,2921.90218071,77.9832111708,174.48578911,1541.41466409,5
766.323108075,1438.55541812,155.804996402,15067.3951392,8453.35178103,431.395540644,13547.0229673,1321.93555745,2817.33398506,801.287407687,604.134837046,788.691941993,776.754400168,4875.27076108,1696.63246791,79.5384361582,551.15818592,483.881330891,2250.40187575,201.220072627,719.738926399,2628.91312802,1819.96853539,8315.04385862,526.680582219,321.56843278,239.157682465,2335.99586519,665.32040804,1216.99561442,319.833879544,2483.56842792,521.319080521,413.732507214,1106.07449738,15
424.084529031,1776.50787788,486.934265103,15399.0031743,8797.68940747,100.726355144,13861.5160058,1579.70862196,3152.55278021,1076.52717641,264.267814673,1127.88159433,1115.33332994,5206.59797035,2048.9148724,294.423769329,242.499763738,709.740218469,2585.72206501,151.435396223,378.385091272,2899.93690172,2152.12819116,8648.18007772,860.938492454,41.6996318059,398.297573302,2683.71978956,324.941340699,1556.92049409,652.286144505,2820.61013228,182.656279285,211.084798836,1439.7126929,25
76.3615321745,2123.76705938,832.963001884,15747.0066226,9143.28054196,259.568737074,14108.0909035,1796.8153246,3500.3910158,1322.64695099,87.2031883834,1474.52964522,1421.84588662,5554.6183901,2382.54645111,640.383306256,168.463367286,945.594329894,2933.50970866,492.252487734,31.599183679,3117.51526839,2500.10534028,8996.20034705,1208.15664539,371.364238927,661.202593631,2996.50097464,28.5806311582,1860.26178607,999.22762583,3168.20250576,169.675751459,340.592753948,1787.46188823,28
3027.86217092,828.394693012,2119.41665614,12802.1563962,6200.62523422,2693.97954756,12055.0746655,2080.81634168,552.358412473,2044.96047522,2866.35194999,1478.3423497,1715.15902782,2612.78575739,806.482841436,2311.66297358,2818.02146622,2257.1671417,51.6752294173,2460.66525373,2981.72494006,2383.13601287,461.87102626,6049.13666757,1743.71442602,2580.91803093,2380.357956,1114.17649663,2927.63670229,1454.64577424,1952.72291904,216.76282726,2783.30101083,2671.80468742,1164.89105334,18
880.715396189,1319.80542467,52.2758856871,14943.012445,8342.03542248,548.43166524,13528.3835791,1357.90718817,2695.75393137,844.955227405,719.756190536,672.056002737,751.52602412,4750.5030959,1612.00034175,167.517776697,679.249561272,576.387842104,2128.89001952,316.784819724,834.762064434,2638.4810939,1695.5551292,8191.80407752,404.545477253,434.894933127,382.105880878,2276.80703298,780.900253378,1180.8767795,197.18026199,2363.75094433,636.928411715,556.215932369,982.859795604,2
17.4383680198,2184.32950407,893.360728564,15808.0033057,9203.28130643,319.271282413,14148.4129608,1835.49724579,3561.16851129,1367.36673628,146.416739394,1534.94858785,1475.51932575,5615.59098953,2440.17676454,700.862047871,216.71520235,990.837326471,2994.26289994,552.393479713,31.0232203494,3154.46278355,2560.97522014,9057.12538783,1268.74946449,431.679781614,712.581017122,3050.13671683,85.1549118983,1912.87504373,1059.77466556,3228.86794144,229.475696831,389.263569944,1848.20936007,0
163.04223106,2037.45465475,746.395352833,15662.003147,9056.17605668,172.176745073,14032.5101277,1724.3496216,3414.57586722,1243.93951875,3.83505831815,1387.96756928,1335.71341107,5469.51885917,2294.76734216,553.993081434,96.7714086692,866.859002031,2847.63435272,405.331109579,116.49413793,3047.07016693,2414.61170342,8910.87409183,1121.94178624,284.757504809,577.20092344,2910.24048716,62.1761248455,1774.69897061,912.929799643,3082.10083129,82.4558059959,261.080899903,1701.60074283,10
733.003124988,1467.00048784,178.511952272,15091.0160945,8488.29548702,400.404580586,13626.9195399,1407.56832861,2843.50011067,890.502401886,571.83910225,818.362913662,851.72606516,4898.50070011,1748.37185148,26.672606058,532.034176974,573.056230595,2276.59238391,169.434467862,686.963068993,2708.95704405,1843.46674662,8339.7522271,551.395861778,286.874614885,311.521309485,2400.66819315,633.02449093,1289.62120816,342.757284909,2511.27607899,488.958245545,416.654517187,1130.53668719,15
52.6324995848,2148.07146948,857.06637184,15772.0008894,9166.93664874,282.91556198,14119.3666456,1806.99639813,3524.99513183,1336.08947186,110.065081325,1498.65447267,1440.67178013,5579.56389061,2404.15060303,664.593291723,183.181242343,959.278101902,2958.07776623,516.065669797,6.92083923616,3126.97715352,2524.86195413,9021.04992006,1232.50434957,395.384195495,678.445230034,3015.33254024,48.8236709608,1878.40429219,1023.51789977,3192.64283005,193.134626337,355.935606347,1812.02420088,20
160.079347948,2040.44833485,749.386807991,15665.0031389,9059.15212224,175.150796566,14034.6230663,1726.31166131,3417.5737369,1246.17785413,4.4023283106,1390.95807323,1338.40770508,5472.5188077,2297.65097189,556.987624965,98.1710732015,869.08635798,2850.63189795,408.317258414,113.522549958,3048.98422516,2417.61108062,8913.87377452,1124.93711679,287.75084029,579.725590571,2912.94868798,59.1963310498,1777.3507704,915.924502517,3085.09653694,85.4409970906,263.26340115,1704.59858271,10
91.6151870023,2110.30862172,819.207833711,15735.0027758,9128.59986572,244.730894508,14084.0394515,1773.2444866,3487.52620746,1299.34872402,72.3811919762,1460.75219177,1401.63417496,5542.51738683,2365.02166118,626.875832791,145.354589109,922.361972771,2920.57764459,478.047608525,45.2534923619,3094.60510024,2487.59719042,8983.86818437,1194.83782249,357.635320155,639.846472658,2976.31357068,13.2729359944,1839.56571932,985.81411649,3155.00022173,155.261469328,318.107731378,1774.55086793,28
139.080753097,2068.74773418,777.772527621,15695.046445,9085.31874756,203.848169662,14035.2374835,1725.7505315,3446.60322217,1250.04259488,43.9872338696,1418.92302727,1353.1873749,5502.52379659,2318.77912199,586.042307764,95.9432170569,873.022144067,2879.6076843,436.607603129,93.7693481939,3048.50897999,2447.22962957,8943.51558889,1153.71303937,317.401834777,590.801416686,2927.83005536,45.7867438892,1790.78668831,944.686457844,3113.66517509,117.233601529,268.793264194,1733.77067977,10
33.7356367538,2166.65157177,875.771346412,15790.0063635,9185.92998397,301.990747547,14138.4684494,1825.59258838,3543.35004151,1355.7362072,129.193874792,1517.35338976,1460.79041265,5597.61618631,2423.91162977,683.221628459,203.214519122,978.982550513,2976.46054875,534.93072377,15.0058937472,3144.95003998,2543.08639605,9039.19058499,1251.04696471,414.11468403,698.559467507,3035.45030124,68.2361545329,1898.52804408,1042.09808039,3211.12569895,212.11696529,375.93251741,1830.40944649,20
190.516753648,2014.7157739,723.732571792,15641.0512922,9031.48146546,149.98863294,13995.7282125,1688.62003099,3392.56837345,1207.75109951,38.4327631831,1364.89732077,1303.34543066,5448.52883229,2266.15680308,532.029811637,59.8357114213,830.612260748,2825.57220528,382.575067141,144.156098579,3012.5701277,2393.21606293,8889.49765102,1099.67661538,263.534784993,543.021293605,2878.01435627,90.860303134,1741.75857002,890.651835026,3059.62890889,65.70976832,224.921178545,1679.73988889,10
